2026-01-18 00:14:51.246 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 11:09:55.568 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 11:09:58.050 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m37s645ms).
2026-01-18 11:25:39.905 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 11:25:39.906 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 11:25:39.928 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 11:25:53.833 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s782ms).
2026-01-18 11:41:48.849 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s16ms).
2026-01-18 11:57:43.841 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m54s992ms).
2026-01-18 11:58:00.142 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 11:58:00.142 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 11:58:00.147 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 12:10:56.350 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m42s500ms).
2026-01-18 12:26:38.842 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m42s491ms).
2026-01-18 12:26:55.262 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 12:26:55.262 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 12:26:55.329 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 12:43:04.770 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s915ms).
2026-01-18 12:58:59.821 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s50ms).
2026-01-18 12:59:16.381 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 12:59:16.382 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 12:59:16.396 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 12:59:27.269 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 13:12:06.127 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m36s295ms).
2026-01-18 13:20:34.811 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=8m28s683ms).
2026-01-18 13:20:51.603 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 13:20:51.605 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 13:20:51.617 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 13:24:32.243 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 13:29:32.256 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 13:34:32.268 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 13:51:30.724 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s800ms).
2026-01-18 14:00:19.493 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=8m48s771ms).
2026-01-18 14:00:37.304 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 14:00:37.306 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 14:00:37.334 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 14:03:16.818 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 14:08:16.827 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 14:13:16.835 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 14:18:16.848 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 14:23:16.860 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 14:28:16.877 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 14:44:44.726 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s14ms).
2026-01-18 14:45:03.449 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 14:45:03.449 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 14:45:03.464 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 15:00:58.469 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 15:00:58.470 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 15:00:58.476 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 15:01:09.683 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m54s947ms).
2026-01-18 15:17:05.467 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s783ms).
2026-01-18 15:17:24.343 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 15:17:24.344 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 15:17:24.352 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 15:33:20.068 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 15:33:20.069 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 15:33:20.077 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 15:33:31.172 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s693ms).
2026-01-18 15:49:04.353 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m33s182ms).
2026-01-18 15:49:23.321 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 15:49:23.322 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 15:49:23.328 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 16:05:32.487 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 16:05:35.415 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=16m1s44ms).
2026-01-18 16:21:30.397 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m54s982ms).
2026-01-18 16:21:49.435 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 16:21:49.435 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 16:21:49.455 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 16:30:17.511 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 16:30:17.516 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 16:30:17.526 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 16:30:28.450 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=8m28s41ms).
2026-01-18 16:46:23.479 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s27ms).
2026-01-18 16:46:42.599 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 16:46:42.599 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 16:46:42.607 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 17:02:49.271 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s778ms).
2026-01-18 17:18:45.137 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s866ms).
2026-01-18 17:31:09.203 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 17:31:09.204 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 17:31:09.211 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 17:31:19.968 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m34s832ms).
2026-01-18 17:47:35.082 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 17:47:35.084 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 17:47:35.108 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 17:47:42.742 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 17:47:45.780 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s800ms).
2026-01-18 18:03:41.552 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s772ms).
2026-01-18 18:19:36.571 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s18ms).
2026-01-18 18:19:56.046 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 18:19:56.046 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 18:19:56.056 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 18:32:25.510 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m18s916ms).
2026-01-18 18:48:21.208 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s698ms).
2026-01-18 18:48:40.839 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 18:48:40.840 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 18:48:40.847 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 19:04:46.255 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s13ms).
2026-01-18 19:20:41.976 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s721ms).
2026-01-18 19:33:20.388 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 19:33:20.389 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 19:33:20.402 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 19:33:27.447 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 19:33:30.576 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m18s595ms).
2026-01-18 19:49:25.663 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s86ms).
2026-01-18 19:49:45.552 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 19:49:45.552 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 19:49:45.559 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 20:05:51.497 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s819ms).
2026-01-18 20:21:26.667 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m35s170ms).
2026-01-18 20:34:31.381 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m34s715ms).
2026-01-18 20:50:27.245 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s864ms).
2026-01-18 21:06:43.132 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 21:06:43.133 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 21:06:43.158 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 21:06:52.990 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s750ms).
2026-01-18 21:22:28.662 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 21:22:28.664 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 21:22:28.675 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 21:22:35.203 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 21:22:38.431 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m45s440ms).
2026-01-18 21:35:09.086 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m30s654ms).
2026-01-18 21:35:29.352 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 21:35:29.352 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 21:35:29.360 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 21:51:34.833 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s759ms).
2026-01-18 22:07:29.853 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s18ms).
2026-01-18 22:07:50.269 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 22:07:50.269 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 22:07:50.292 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 22:23:46.235 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 22:23:46.236 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 22:23:46.247 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 22:23:55.743 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s885ms).
2026-01-18 22:28:53.162 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m57s420ms).
2026-01-18 22:29:13.684 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 22:29:13.684 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 22:29:13.696 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 22:36:17.497 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 22:36:17.499 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 22:36:17.505 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
